GridBox_ID,Latitude,Longitude,Value
15803,-84,-76,
15804,-84,-74,
15805,-84,-72,
15806,-84,-70,
15807,-84,-68,
15808,-84,-66,
15809,-84,-64,
15810,-84,-62,
15811,-84,-60,
15812,-84,-58,
15813,-84,-56,
15814,-84,-54,
15815,-84,-52,
15816,-84,-50,
15817,-84,-48,
15818,-84,-46,
15819,-84,-44,
15820,-84,-42,
15821,-84,-40,
15822,-84,-38,
15823,-84,-36,
15824,-84,-34,
15825,-84,-32,
15826,-84,-30,
15827,-84,-28,
15828,-84,-26,
15829,-84,-24,
15830,-84,-22,
15831,-84,-20,
15832,-84,-18,
15833,-84,-16,
15834,-84,-14,
15835,-84,-12,
15836,-84,-10,
15837,-84,-8,
15838,-84,-6,
15839,-84,-4,
15840,-84,-2,
15661,-84,0,
15662,-84,2,
15663,-84,4,
15664,-84,6,
15665,-84,8,
15666,-84,10,
15667,-84,12,
15668,-84,14,
15669,-84,16,
15670,-84,18,
15671,-84,20,
15672,-84,22,
15673,-84,24,
15674,-84,26,
15675,-84,28,
15676,-84,30,
15677,-84,32,
15678,-84,34,
15679,-84,36,
15680,-84,38,
15681,-84,40,
15682,-84,42,
15683,-84,44,
15684,-84,46,
15685,-84,48,
15686,-84,50,
15687,-84,52,
15688,-84,54,
15689,-84,56,
15690,-84,58,
15691,-84,60,
15692,-84,62,
15693,-84,64,
15694,-84,66,
15695,-84,68,
15696,-84,70,
15697,-84,72,
15698,-84,74,
15699,-84,76,
15700,-84,78,
15701,-84,80,
15702,-84,82,
15703,-84,84,
15704,-84,86,
15705,-84,88,
15706,-84,90,
15707,-84,92,
15708,-84,94,
15709,-84,96,
15710,-84,98,
15711,-84,100,
15712,-84,102,
15713,-84,104,
15714,-84,106,
15715,-84,108,
15716,-84,110,
15717,-84,112,
15718,-84,114,
15719,-84,116,
15720,-84,118,
15721,-84,120,
15722,-84,122,
15723,-84,124,
15724,-84,126,
15725,-84,128,
15726,-84,130,
15727,-84,132,
15728,-84,134,
15729,-84,136,
15730,-84,138,
15731,-84,140,
15732,-84,142,
15733,-84,144,
15734,-84,146,
15735,-84,148,
15736,-84,150,
15737,-84,152,
15738,-84,154,
15739,-84,156,
15740,-84,158,
15741,-84,160,
15742,-84,162,
15743,-84,164,
15744,-84,166,
15745,-84,168,
15746,-84,170,
15747,-84,172,
15748,-84,174,
15749,-84,176,
15750,-84,178,
15751,-84,180,
15572,-82,-178,
15573,-82,-176,
15574,-82,-174,
15575,-82,-172,
15576,-82,-170,
15577,-82,-168,
15578,-82,-166,
15579,-82,-164,
15580,-82,-162,
15581,-82,-160,
15582,-82,-158,
15583,-82,-156,
15584,-82,-154,
15585,-82,-152,
15586,-82,-150,
15587,-82,-148,
15588,-82,-146,
15589,-82,-144,
15590,-82,-142,
15591,-82,-140,
15592,-82,-138,
15593,-82,-136,
15594,-82,-134,
15595,-82,-132,
15596,-82,-130,
15597,-82,-128,
15598,-82,-126,
15599,-82,-124,
15600,-82,-122,
15601,-82,-120,
15602,-82,-118,
15603,-82,-116,
15604,-82,-114,
15605,-82,-112,
15606,-82,-110,
15607,-82,-108,
15608,-82,-106,
15609,-82,-104,
15610,-82,-102,
15611,-82,-100,
15612,-82,-98,
15613,-82,-96,
15614,-82,-94,
15615,-82,-92,
15616,-82,-90,
15617,-82,-88,
15618,-82,-86,
15619,-82,-84,
15620,-82,-82,
15621,-82,-80,
15622,-82,-78,
15623,-82,-76,
15624,-82,-74,
15625,-82,-72,
15626,-82,-70,
15627,-82,-68,
15628,-82,-66,
15629,-82,-64,
15630,-82,-62,
15631,-82,-60,
15632,-82,-58,
15633,-82,-56,
15634,-82,-54,
15635,-82,-52,
15636,-82,-50,
15637,-82,-48,
15638,-82,-46,
15639,-82,-44,
15640,-82,-42,
15641,-82,-40,
15642,-82,-38,
15643,-82,-36,
15644,-82,-34,
15645,-82,-32,
15646,-82,-30,
15647,-82,-28,
15648,-82,-26,
15649,-82,-24,
15650,-82,-22,
15651,-82,-20,
15652,-82,-18,
15653,-82,-16,
15654,-82,-14,
15655,-82,-12,
15656,-82,-10,
15657,-82,-8,
15658,-82,-6,
15659,-82,-4,
15660,-82,-2,
15481,-82,0,
15482,-82,2,
15483,-82,4,
15484,-82,6,
15485,-82,8,
15486,-82,10,
15487,-82,12,
15488,-82,14,
15489,-82,16,
15490,-82,18,
15491,-82,20,
15492,-82,22,
15493,-82,24,
15494,-82,26,
15495,-82,28,
15496,-82,30,
15497,-82,32,
15498,-82,34,
15499,-82,36,
15500,-82,38,
15501,-82,40,
15502,-82,42,
15503,-82,44,
15504,-82,46,
15505,-82,48,
15506,-82,50,
15507,-82,52,
15508,-82,54,
15509,-82,56,
15510,-82,58,
15511,-82,60,
15512,-82,62,
15513,-82,64,
15514,-82,66,
15515,-82,68,
15516,-82,70,
15517,-82,72,
15518,-82,74,
15519,-82,76,
15520,-82,78,
15521,-82,80,
15522,-82,82,
15523,-82,84,
15524,-82,86,
15525,-82,88,
15526,-82,90,
15527,-82,92,
15528,-82,94,
15529,-82,96,
15530,-82,98,
15531,-82,100,
15532,-82,102,
15533,-82,104,
15534,-82,106,
15535,-82,108,
15536,-82,110,
15537,-82,112,
15538,-82,114,
15539,-82,116,
15540,-82,118,
15541,-82,120,
15542,-82,122,
15543,-82,124,
15544,-82,126,
15545,-82,128,
15546,-82,130,
15547,-82,132,
15548,-82,134,
15549,-82,136,
15550,-82,138,
15551,-82,140,
15552,-82,142,
15553,-82,144,
15554,-82,146,
15555,-82,148,
15556,-82,150,
15557,-82,152,
15558,-82,154,
15559,-82,156,
15560,-82,158,
15561,-82,160,
15562,-82,162,
15563,-82,164,
15564,-82,166,
15565,-82,168,
15566,-82,170,
15567,-82,172,
15568,-82,174,
15569,-82,176,
15570,-82,178,
15571,-82,180,
15392,-80,-178,
15393,-80,-176,
15394,-80,-174,
15395,-80,-172,
15396,-80,-170,
15397,-80,-168,
15398,-80,-166,
15399,-80,-164,
15400,-80,-162,
15401,-80,-160,
15402,-80,-158,
15403,-80,-156,
15404,-80,-154,
15405,-80,-152,
15406,-80,-150,
15407,-80,-148,
15408,-80,-146,
15409,-80,-144,
15410,-80,-142,
15411,-80,-140,
15412,-80,-138,
15413,-80,-136,
15414,-80,-134,
15415,-80,-132,
15416,-80,-130,
15417,-80,-128,
15418,-80,-126,
15419,-80,-124,
15420,-80,-122,
15421,-80,-120,
15422,-80,-118,
15423,-80,-116,
15424,-80,-114,
15425,-80,-112,
15426,-80,-110,
15427,-80,-108,
15428,-80,-106,
15429,-80,-104,
15430,-80,-102,
15431,-80,-100,
15432,-80,-98,
15433,-80,-96,
15434,-80,-94,
15435,-80,-92,
15436,-80,-90,
15437,-80,-88,
15438,-80,-86,
15439,-80,-84,
15440,-80,-82,
15441,-80,-80,
15442,-80,-78,
15443,-80,-76,
15444,-80,-74,
15445,-80,-72,
15446,-80,-70,
15447,-80,-68,
15448,-80,-66,
15449,-80,-64,
15450,-80,-62,
15451,-80,-60,
15452,-80,-58,
15453,-80,-56,
15454,-80,-54,
15455,-80,-52,
15456,-80,-50,
15457,-80,-48,
15458,-80,-46,
15459,-80,-44,
15460,-80,-42,
15461,-80,-40,
15462,-80,-38,
15463,-80,-36,
15464,-80,-34,
15465,-80,-32,
15466,-80,-30,
15467,-80,-28,
15468,-80,-26,
15469,-80,-24,
15470,-80,-22,
15471,-80,-20,
15472,-80,-18,
15473,-80,-16,
15474,-80,-14,
15475,-80,-12,
15476,-80,-10,
15477,-80,-8,
15478,-80,-6,
15479,-80,-4,
15480,-80,-2,
15301,-80,0,
15302,-80,2,
15303,-80,4,
15304,-80,6,
15305,-80,8,
15306,-80,10,
15307,-80,12,
15308,-80,14,
15309,-80,16,
15310,-80,18,
15311,-80,20,
15312,-80,22,
15313,-80,24,
15314,-80,26,
15315,-80,28,
15316,-80,30,
15317,-80,32,
15318,-80,34,
15319,-80,36,
15320,-80,38,
15321,-80,40,
15322,-80,42,
15323,-80,44,
15324,-80,46,
15325,-80,48,
15326,-80,50,
15327,-80,52,
15328,-80,54,
15329,-80,56,
15330,-80,58,
15331,-80,60,
15332,-80,62,
15333,-80,64,
15334,-80,66,
15335,-80,68,
15336,-80,70,
15337,-80,72,
15338,-80,74,
15339,-80,76,
15340,-80,78,
15341,-80,80,
15342,-80,82,
15343,-80,84,
15344,-80,86,
15345,-80,88,
15346,-80,90,
15347,-80,92,
15348,-80,94,
15349,-80,96,
15350,-80,98,
15351,-80,100,
15352,-80,102,
15353,-80,104,
15354,-80,106,
15355,-80,108,
15356,-80,110,
15357,-80,112,
15358,-80,114,
15359,-80,116,
15360,-80,118,
15361,-80,120,
15362,-80,122,
15363,-80,124,
15364,-80,126,
15365,-80,128,
15366,-80,130,
15367,-80,132,
15368,-80,134,
15369,-80,136,
15370,-80,138,
15371,-80,140,
15372,-80,142,
15373,-80,144,
15374,-80,146,
15375,-80,148,
15376,-80,150,
15377,-80,152,
15378,-80,154,
15379,-80,156,
15380,-80,158,
15381,-80,160,
15382,-80,162,
15383,-80,164,
15384,-80,166,
15385,-80,168,
15386,-80,170,
15387,-80,172,
15388,-80,174,
15389,-80,176,
15390,-80,178,
15391,-80,180,
15212,-78,-178,
15213,-78,-176,
15214,-78,-174,
15215,-78,-172,
15216,-78,-170,
15217,-78,-168,
15218,-78,-166,
15219,-78,-164,
15220,-78,-162,
15221,-78,-160,
15222,-78,-158,
15223,-78,-156,
15224,-78,-154,
15225,-78,-152,
15226,-78,-150,
15227,-78,-148,
15228,-78,-146,
15229,-78,-144,
15230,-78,-142,
15231,-78,-140,
15232,-78,-138,
15233,-78,-136,
15234,-78,-134,
15235,-78,-132,
15236,-78,-130,
15237,-78,-128,
15238,-78,-126,
15239,-78,-124,
15240,-78,-122,
15241,-78,-120,
15242,-78,-118,
15243,-78,-116,
15244,-78,-114,
15245,-78,-112,
15246,-78,-110,
15247,-78,-108,
15248,-78,-106,
15249,-78,-104,
15250,-78,-102,
15251,-78,-100,
15252,-78,-98,
15253,-78,-96,
15254,-78,-94,
15255,-78,-92,
15256,-78,-90,
15257,-78,-88,
15258,-78,-86,
15259,-78,-84,
15260,-78,-82,
15261,-78,-80,
15262,-78,-78,
15263,-78,-76,
15264,-78,-74,
15265,-78,-72,
15266,-78,-70,
15267,-78,-68,
15268,-78,-66,
15269,-78,-64,
15270,-78,-62,
15271,-78,-60,
15272,-78,-58,
15273,-78,-56,
15274,-78,-54,
15275,-78,-52,
15276,-78,-50,
15277,-78,-48,
15278,-78,-46,
15279,-78,-44,
15280,-78,-42,
15281,-78,-40,
15282,-78,-38,
15283,-78,-36,
15284,-78,-34,
15285,-78,-32,
15286,-78,-30,
15287,-78,-28,
15288,-78,-26,
15289,-78,-24,
15290,-78,-22,
15291,-78,-20,
15292,-78,-18,
15293,-78,-16,
15294,-78,-14,
15295,-78,-12,
15296,-78,-10,
15297,-78,-8,
15298,-78,-6,
15299,-78,-4,
15300,-78,-2,
15121,-78,0,
15122,-78,2,
15123,-78,4,
15124,-78,6,
15125,-78,8,
15126,-78,10,
15127,-78,12,
15128,-78,14,
15129,-78,16,
15130,-78,18,
15131,-78,20,
15132,-78,22,
15133,-78,24,
15134,-78,26,
15135,-78,28,
15136,-78,30,
15137,-78,32,
15138,-78,34,
15139,-78,36,
15140,-78,38,
15141,-78,40,
15142,-78,42,
15143,-78,44,
15144,-78,46,
15145,-78,48,
15146,-78,50,
15147,-78,52,
15148,-78,54,
15149,-78,56,
15150,-78,58,
15151,-78,60,
15152,-78,62,
15153,-78,64,
15154,-78,66,
15155,-78,68,
15156,-78,70,
15157,-78,72,
15158,-78,74,
15159,-78,76,
15160,-78,78,
15161,-78,80,
15162,-78,82,
15163,-78,84,
15164,-78,86,
15165,-78,88,
15166,-78,90,
15167,-78,92,
15168,-78,94,
15169,-78,96,
15170,-78,98,
15171,-78,100,
15172,-78,102,
15173,-78,104,
15174,-78,106,
15175,-78,108,
15176,-78,110,
15177,-78,112,
15178,-78,114,
15179,-78,116,
15180,-78,118,
15181,-78,120,
15182,-78,122,
15183,-78,124,
15184,-78,126,
15185,-78,128,
15186,-78,130,
15187,-78,132,
15188,-78,134,
15189,-78,136,
15190,-78,138,
15191,-78,140,
15192,-78,142,
15193,-78,144,
15194,-78,146,
15195,-78,148,
15196,-78,150,
15197,-78,152,
15198,-78,154,
15199,-78,156,
15200,-78,158,
15201,-78,160,
15202,-78,162,
15203,-78,164,
15204,-78,166,
15205,-78,168,
15206,-78,170,
15207,-78,172,
15208,-78,174,
15209,-78,176,
15210,-78,178,
15211,-78,180,
15032,-76,-178,
15033,-76,-176,
15034,-76,-174,
15035,-76,-172,
15036,-76,-170,
15037,-76,-168,
15038,-76,-166,
15039,-76,-164,
15040,-76,-162,
15041,-76,-160,
15042,-76,-158,
15043,-76,-156,
15044,-76,-154,
15045,-76,-152,
15046,-76,-150,
15047,-76,-148,
15048,-76,-146,
15049,-76,-144,
15050,-76,-142,
15051,-76,-140,
15052,-76,-138,
15053,-76,-136,
15054,-76,-134,
15055,-76,-132,
15056,-76,-130,
15057,-76,-128,
15058,-76,-126,
15059,-76,-124,
15060,-76,-122,
15061,-76,-120,
15062,-76,-118,
15063,-76,-116,
15064,-76,-114,
15065,-76,-112,
15066,-76,-110,
15067,-76,-108,
15068,-76,-106,
15069,-76,-104,
15070,-76,-102,
15071,-76,-100,
15072,-76,-98,
15073,-76,-96,
15074,-76,-94,
15075,-76,-92,
15076,-76,-90,
15077,-76,-88,
15078,-76,-86,
15079,-76,-84,
15080,-76,-82,
15081,-76,-80,
15082,-76,-78,
15083,-76,-76,
15084,-76,-74,
15085,-76,-72,
15086,-76,-70,
15087,-76,-68,
15088,-76,-66,
15089,-76,-64,
15090,-76,-62,
15091,-76,-60,
15092,-76,-58,
15093,-76,-56,
15094,-76,-54,
15095,-76,-52,
15096,-76,-50,
15097,-76,-48,
15098,-76,-46,
15099,-76,-44,
15100,-76,-42,
15101,-76,-40,
15102,-76,-38,
15103,-76,-36,
15104,-76,-34,
15105,-76,-32,
15106,-76,-30,
15107,-76,-28,
15108,-76,-26,
15109,-76,-24,
15110,-76,-22,
15111,-76,-20,
15112,-76,-18,
15113,-76,-16,
15114,-76,-14,
15115,-76,-12,
15116,-76,-10,
15117,-76,-8,
15118,-76,-6,
15119,-76,-4,
15120,-76,-2,
14941,-76,0,
14942,-76,2,
14943,-76,4,
14944,-76,6,
14945,-76,8,
14946,-76,10,
14947,-76,12,
14948,-76,14,
14949,-76,16,
14950,-76,18,
14951,-76,20,
14952,-76,22,
14953,-76,24,
14954,-76,26,
14955,-76,28,
14956,-76,30,
14957,-76,32,
14958,-76,34,
14959,-76,36,
14960,-76,38,
14961,-76,40,
14962,-76,42,
14963,-76,44,
14964,-76,46,
14965,-76,48,
14966,-76,50,
14967,-76,52,
14968,-76,54,
14969,-76,56,
14970,-76,58,
14971,-76,60,
14972,-76,62,
14973,-76,64,
14974,-76,66,
14975,-76,68,
14976,-76,70,
14977,-76,72,
14978,-76,74,
14979,-76,76,
14980,-76,78,
14981,-76,80,
14982,-76,82,
14983,-76,84,
14984,-76,86,
14985,-76,88,
14986,-76,90,
14987,-76,92,
14988,-76,94,
14989,-76,96,
14990,-76,98,
14991,-76,100,
14992,-76,102,
14993,-76,104,
14994,-76,106,
14995,-76,108,
14996,-76,110,
14997,-76,112,
14998,-76,114,
14999,-76,116,
15000,-76,118,
15001,-76,120,
15002,-76,122,
15003,-76,124,
15004,-76,126,
15005,-76,128,
15006,-76,130,
15007,-76,132,
15008,-76,134,
15009,-76,136,
15010,-76,138,
15011,-76,140,
15012,-76,142,
15013,-76,144,
15014,-76,146,
15015,-76,148,
15016,-76,150,
15017,-76,152,
15018,-76,154,
15019,-76,156,
15020,-76,158,
15021,-76,160,
15022,-76,162,
15023,-76,164,
15024,-76,166,
15025,-76,168,
15026,-76,170,
15027,-76,172,
15028,-76,174,
15029,-76,176,
15030,-76,178,
15031,-76,180,
14852,-74,-178,
14853,-74,-176,
14854,-74,-174,
14855,-74,-172,
14856,-74,-170,
14857,-74,-168,
14858,-74,-166,
14859,-74,-164,
14860,-74,-162,
14861,-74,-160,
14862,-74,-158,
14863,-74,-156,
14864,-74,-154,
14865,-74,-152,
14866,-74,-150,
14867,-74,-148,
14868,-74,-146,
14869,-74,-144,
14870,-74,-142,
14871,-74,-140,
14872,-74,-138,
14873,-74,-136,
14874,-74,-134,
14875,-74,-132,
14876,-74,-130,
14877,-74,-128,
14878,-74,-126,
14879,-74,-124,
